,Labels,Item sets,First Fit Score,First Fit Decreasing Score,Next Fit Score,Next Fit Decreasing Score,Best Fit Score,Best Fit Decreasing Score,Djang-Fitch Score,Djang-Fitch 2 Score,Best heuristic
289,"[0.15, 0.15, 0.05, 0.65, 0.5, 0.2, 0.3, 1, 1]","[(15, 80), (42, 35), (30, 8), (33, 64), (83, 90), (16, 25), (89, 42), (7, 91), (62, 68), (34, 87), (74, 10), (81, 13), (14, 37), (94, 89), (85, 66), (11, 99), (9, 84), (67, 10), (98, 20), (75, 48)]",0.5006,0.5673,0.4211,0.5075,0.5152,0.5672,0.5673,0.5586,1
290,"[0.1, 0.15, 0.15, 0.6, 0.45, 0.1, 0.45, 1, 1]","[(79, 26), (34, 89), (52, 61), (35, 96), (71, 1), (37, 42), (86, 75), (16, 25), (19, 88), (13, 27), (46, 19), (39, 88), (27, 67), (28, 1), (64, 42), (11, 33), (96, 20), (96, 99), (54, 13), (73, 56)]",0.4984,0.6518,0.39,0.6386,0.4854,0.6518,0.6518,0.5475,1
291,"[0.05, 0.05, 0.25, 0.65, 0.3, 0.25, 0.45, 1, 5]","[(21, 35), (52, 91), (60, 37), (68, 43), (84, 95), (28, 33), (14, 16), (55, 3), (6, 3), (48, 69), (29, 51), (39, 74), (38, 74), (31, 5), (50, 48), (70, 39), (57, 8), (29, 24), (28, 6), (24, 20)]",0.4263,0.5878,0.4059,0.575,0.431,0.5894,0.5878,0.4689,5
292,"[0.15, 0.2, 0.1, 0.55, 0.5, 0.25, 0.25, 1, 1]","[(61, 36), (57, 37), (12, 8), (87, 42), (26, 68), (47, 99), (84, 83), (18, 56), (26, 34), (71, 30), (73, 58), (90, 98), (36, 78), (15, 8), (71, 17), (99, 75), (73, 54), (44, 45), (75, 6), (40, 74)]",0.4686,0.5839,0.4616,0.5559,0.4548,0.5839,0.5839,0.5829,1
293,"[0.2, 0.2, 0.05, 0.55, 0.35, 0.2, 0.45, 1, 5]","[(65, 44), (40, 20), (66, 17), (69, 94), (91, 40), (3, 3), (91, 46), (84, 61), (52, 1), (23, 81), (24, 45), (87, 87), (68, 92), (32, 23), (67, 53), (59, 16), (10, 10), (23, 30), (89, 18), (67, 68)]",0.4594,0.5855,0.4549,0.5829,0.4685,0.5872,0.5855,0.4952,5
294,"[0.15, 0.1, 0.0, 0.75, 0.45, 0.1, 0.45, 1, 3]","[(76, 26), (34, 17), (94, 8), (7, 7), (64, 4), (29, 58), (33, 41), (99, 53), (66, 18), (16, 87), (56, 20), (85, 59), (99, 65), (23, 73), (68, 12), (44, 34), (45, 80), (73, 54), (71, 12), (2, 97)]",0.3297,0.635,0.344,0.6402,0.3478,0.6402,0.635,0.4181,3
295,"[0.25, 0.05, 0.1, 0.6, 0.4, 0.2, 0.4, 1, 5]","[(43, 18), (63, 16), (31, 25), (97, 99), (90, 97), (34, 89), (91, 63), (14, 1), (14, 67), (21, 41), (18, 33), (23, 38), (59, 21), (32, 26), (78, 88), (7, 84), (96, 44), (71, 87), (22, 14), (73, 43)]",0.5358,0.6717,0.5319,0.6597,0.5372,0.6728,0.6717,0.6618,5
296,"[0.05, 0.15, 0.15, 0.65, 0.55, 0.2, 0.25, 1, 1]","[(49, 43), (14, 89), (19, 33), (9, 88), (23, 84), (45, 66), (42, 54), (52, 50), (70, 28), (17, 77), (57, 95), (13, 14), (72, 61), (47, 83), (88, 50), (27, 38), (15, 66), (12, 27), (54, 60), (30, 27)]",0.3031,0.5571,0.2957,0.5092,0.3038,0.5571,0.5571,0.5265,1
297,"[0.05, 0.1, 0.05, 0.8, 0.3, 0.15, 0.55, 1, 5]","[(28, 12), (91, 23), (74, 12), (62, 58), (15, 98), (50, 36), (30, 42), (8, 23), (96, 19), (3, 3), (79, 39), (37, 67), (13, 21), (42, 89), (10, 81), (47, 18), (39, 20), (78, 25), (10, 31), (81, 70)]",0.4501,0.5019,0.3326,0.4723,0.4541,0.5333,0.5019,0.4929,5
298,"[0.05, 0.25, 0.25, 0.45, 0.65, 0.1, 0.25, 1, 5]","[(62, 19), (32, 94), (42, 50), (43, 59), (62, 5), (48, 82), (6, 21), (20, 52), (26, 82), (61, 59), (36, 87), (27, 61), (46, 74), (96, 7), (73, 81), (37, 93), (75, 55), (61, 46), (9, 33), (54, 55)]",0.3044,0.4877,0.3053,0.3766,0.3091,0.497,0.4877,0.4231,5
299,"[0.1, 0.15, 0.1, 0.65, 0.45, 0.25, 0.3, 1, 1]","[(6, 62), (69, 10), (51, 36), (38, 8), (16, 40), (3, 59), (28, 38), (27, 23), (81, 59), (63, 82), (54, 24), (52, 96), (3, 1), (2, 90), (36, 77), (36, 44), (71, 96), (72, 43), (14, 18), (46, 99)]",0.3682,0.6992,0.3665,0.6901,0.3697,0.6992,0.6992,0.5447,1
300,"[0.2, 0.2, 0.15, 0.45, 0.4, 0.3, 0.3, 1, 5]","[(83, 42), (87, 55), (25, 92), (52, 1), (69, 11), (72, 71), (66, 57), (75, 36), (14, 11), (74, 88), (91, 19), (91, 84), (5, 29), (67, 30), (75, 93), (56, 41), (41, 75), (56, 46), (52, 48), (90, 38)]",0.4964,0.5191,0.4956,0.487,0.4964,0.5192,0.5191,0.518,5
301,"[0.15, 0.15, 0.1, 0.6, 0.35, 0.25, 0.4, 1, 5]","[(2, 20), (58, 17), (78, 31), (44, 45), (67, 42), (52, 93), (24, 95), (40, 30), (76, 88), (95, 10), (45, 55), (72, 93), (97, 36), (23, 15), (18, 73), (66, 92), (64, 49), (44, 5), (98, 35), (53, 20)]",0.4432,0.5904,0.4371,0.5713,0.4546,0.5923,0.5904,0.5808,5
302,"[0.15, 0.2, 0.1, 0.55, 0.55, 0.15, 0.3, 1, 3]","[(33, 19), (25, 32), (70, 28), (45, 86), (17, 47), (64, 62), (44, 20), (33, 21), (31, 99), (46, 19), (12, 76), (53, 80), (92, 85), (64, 71), (16, 50), (96, 70), (8, 78), (81, 41), (69, 98), (14, 56)]",0.3902,0.6157,0.3845,0.6176,0.3858,0.6157,0.6157,0.5182,3
303,"[0.25, 0.15, 0.05, 0.55, 0.5, 0.25, 0.25, 1, 5]","[(30, 21), (65, 88), (84, 27), (81, 84), (55, 71), (42, 21), (20, 94), (11, 53), (22, 34), (92, 78), (69, 87), (2, 41), (73, 48), (27, 99), (48, 28), (77, 45), (92, 80), (4, 89), (25, 44), (56, 28)]",0.4427,0.5471,0.432,0.5371,0.4434,0.5629,0.5471,0.5488,5
304,"[0.05, 0.15, 0.15, 0.65, 0.5, 0.2, 0.3, 1, 1]","[(34, 98), (76, 38), (1, 67), (38, 35), (21, 47), (79, 40), (34, 24), (60, 33), (75, 57), (70, 9), (23, 16), (10, 77), (41, 84), (65, 14), (6, 63), (27, 56), (92, 69), (1, 89), (64, 66), (67, 4)]",0.4188,0.5854,0.2998,0.4105,0.4188,0.5784,0.5854,0.4773,1
305,"[0.1, 0.15, 0.05, 0.7, 0.25, 0.15, 0.6, 1, 1]","[(29, 6), (6, 38), (6, 13), (45, 27), (55, 2), (59, 23), (55, 49), (69, 30), (77, 68), (8, 13), (91, 84), (42, 26), (62, 15), (71, 63), (93, 41), (52, 66), (70, 9), (32, 3), (10, 15), (20, 74)]",0.4091,0.5974,0.3013,0.5535,0.4171,0.5974,0.5974,0.449,1
306,"[0.05, 0.2, 0.1, 0.65, 0.35, 0.3, 0.35, 1, 5]","[(15, 42), (97, 51), (9, 36), (2, 13), (64, 61), (6, 23), (86, 11), (57, 20), (2, 42), (75, 96), (4, 30), (29, 62), (2, 36), (44, 36), (85, 17), (96, 49), (94, 30), (36, 81), (20, 63), (35, 98)]",0.4469,0.6407,0.4437,0.476,0.4486,0.641,0.6407,0.5288,5
307,"[0.2, 0.25, 0.15, 0.4, 0.7, 0.15, 0.15, 1, 3]","[(23, 83), (66, 69), (12, 94), (67, 90), (3, 15), (83, 79), (63, 59), (83, 68), (78, 40), (90, 10), (45, 96), (25, 84), (7, 73), (31, 64), (59, 56), (66, 46), (63, 55), (96, 13), (82, 50), (64, 89)]",0.418,0.3782,0.4078,0.4362,0.418,0.3816,0.3782,0.3786,3
308,"[0.3, 0.05, 0.1, 0.55, 0.5, 0.2, 0.3, 1, 1]","[(25, 50), (12, 15), (8, 82), (63, 5), (85, 91), (36, 73), (81, 77), (89, 65), (77, 68), (22, 21), (45, 50), (77, 77), (11, 16), (13, 88), (71, 45), (40, 55), (17, 15), (75, 5), (88, 50), (92, 67)]",0.3454,0.4373,0.3351,0.4047,0.3464,0.4373,0.4373,0.435,1
309,"[0.1, 0.1, 0.2, 0.6, 0.4, 0.1, 0.5, 1, 1]","[(99, 32), (98, 93), (17, 8), (53, 56), (63, 52), (4, 77), (61, 62), (97, 10), (25, 11), (92, 41), (83, 5), (85, 36), (66, 8), (24, 30), (21, 71), (18, 85), (21, 30), (72, 7), (2, 28), (91, 59)]",0.5375,0.5672,0.3995,0.5269,0.4068,0.5672,0.5672,0.5568,1
310,"[0.1, 0.15, 0.05, 0.7, 0.35, 0.2, 0.45, 1, 1]","[(80, 18), (68, 31), (52, 26), (4, 53), (54, 26), (29, 14), (85, 97), (50, 35), (41, 43), (58, 67), (8, 68), (76, 81), (22, 5), (94, 44), (52, 47), (48, 67), (37, 25), (3, 2), (54, 4), (49, 95)]",0.4329,0.5882,0.4306,0.4438,0.4399,0.5882,0.5882,0.494,1
311,"[0.15, 0.05, 0.0, 0.8, 0.4, 0.15, 0.45, 1, 1]","[(61, 95), (46, 79), (34, 70), (5, 15), (9, 24), (7, 34), (96, 56), (63, 19), (11, 70), (6, 98), (31, 9), (30, 64), (29, 24), (6, 35), (31, 14), (62, 15), (92, 3), (68, 79), (5, 43), (91, 9)]",0.6324,0.647,0.4038,0.6403,0.6316,0.6433,0.647,0.4529,1
312,"[0.2, 0.15, 0.1, 0.55, 0.6, 0.05, 0.35, 1, 1]","[(17, 5), (3, 74), (28, 77), (77, 65), (3, 33), (2, 24), (36, 33), (49, 95), (56, 47), (2, 29), (15, 55), (44, 61), (88, 94), (65, 88), (47, 99), (32, 25), (26, 91), (4, 1), (73, 85), (81, 55)]",0.3501,0.5837,0.4358,0.5776,0.4463,0.5799,0.5837,0.5011,1
313,"[0.05, 0.35, 0.1, 0.5, 0.65, 0.05, 0.3, 1, 5]","[(61, 42), (11, 30), (68, 53), (13, 83), (32, 6), (2, 81), (22, 94), (52, 96), (40, 96), (78, 57), (63, 77), (22, 84), (86, 28), (59, 81), (75, 61), (58, 53), (46, 24), (84, 3), (71, 33), (93, 61)]",0.4814,0.4947,0.4729,0.495,0.4823,0.5107,0.4947,0.4886,5
314,"[0.15, 0.2, 0.2, 0.45, 0.8, 0.1, 0.1, 1, 7]","[(37, 90), (13, 61), (71, 69), (90, 75), (70, 82), (56, 26), (46, 74), (92, 36), (41, 71), (29, 84), (75, 74), (53, 42), (27, 89), (51, 64), (57, 80), (23, 60), (26, 54), (68, 18), (80, 60), (19, 90)]",0.4209,0.5311,0.42,0.5117,0.5131,0.5311,0.5311,0.5402,7
315,"[0.25, 0.15, 0.05, 0.55, 0.7, 0.0, 0.3, 1, 5]","[(79, 89), (32, 84), (99, 99), (91, 13), (11, 15), (91, 19), (3, 52), (61, 74), (23, 75), (11, 62), (53, 94), (34, 69), (74, 25), (75, 85), (71, 82), (88, 79), (39, 29), (64, 56), (23, 78), (83, 9)]",0.5535,0.6873,0.4485,0.6744,0.5586,0.6883,0.6873,0.5794,5
316,"[0.15, 0.1, 0.1, 0.65, 0.55, 0.35, 0.1, 1, 5]","[(48, 64), (39, 46), (83, 70), (46, 43), (40, 75), (80, 89), (1, 48), (79, 43), (52, 96), (64, 14), (6, 91), (99, 90), (88, 11), (30, 36), (28, 73), (3, 66), (31, 45), (11, 62), (18, 50), (24, 96)]",0.5555,0.5857,0.4476,0.5468,0.5574,0.5982,0.5857,0.5745,5
317,"[0.05, 0.05, 0.25, 0.65, 0.35, 0.25, 0.4, 1, 1]","[(75, 40), (91, 35), (20, 16), (4, 24), (75, 44), (43, 50), (32, 45), (11, 54), (51, 64), (61, 81), (27, 7), (30, 89), (58, 93), (15, 88), (67, 21), (20, 26), (21, 98), (21, 31), (33, 15), (8, 21)]",0.4329,0.5794,0.4532,0.4007,0.5766,0.5794,0.5794,0.4693,1
318,"[0.4, 0.05, 0.1, 0.45, 0.65, 0.05, 0.3, 1, 5]","[(76, 69), (11, 78), (88, 15), (45, 60), (81, 90), (96, 78), (65, 37), (71, 76), (83, 76), (95, 56), (12, 79), (95, 28), (56, 27), (58, 98), (57, 27), (12, 79), (49, 5), (98, 58), (25, 32), (69, 68)]",0.4162,0.5066,0.4177,0.4951,0.4204,0.5129,0.5066,0.5089,5
319,"[0.2, 0.1, 0.2, 0.5, 0.6, 0.2, 0.2, 1, 7]","[(87, 79), (29, 96), (23, 19), (19, 28), (63, 35), (16, 67), (73, 58), (73, 21), (16, 68), (90, 39), (39, 77), (29, 94), (31, 34), (3, 88), (37, 78), (4, 36), (5, 32), (89, 97), (91, 86), (83, 90)]",0.4635,0.5768,0.4456,0.5428,0.4636,0.5767,0.5768,0.5774,7
320,"[0.15, 0.1, 0.1, 0.65, 0.45, 0.1, 0.45, 1, 5]","[(20, 77), (78, 7), (30, 2), (60, 18), (81, 7), (48, 43), (70, 94), (21, 84), (29, 12), (47, 76), (96, 35), (22, 59), (15, 8), (19, 64), (39, 81), (95, 32), (79, 73), (81, 27), (66, 25), (87, 77)]",0.455,0.6218,0.3722,0.6101,0.3721,0.6272,0.6218,0.5249,5
321,"[0.15, 0.25, 0.25, 0.35, 0.6, 0.25, 0.15, 1, 5]","[(16, 69), (66, 95), (76, 53), (90, 39), (37, 76), (68, 91), (92, 19), (71, 38), (41, 72), (90, 90), (9, 13), (47, 65), (11, 47), (41, 96), (54, 53), (4, 7), (11, 37), (89, 56), (17, 68), (77, 48)]",0.3894,0.4766,0.4693,0.4686,0.4704,0.4857,0.4766,0.4767,5
322,"[0.05, 0.2, 0.1, 0.65, 0.35, 0.1, 0.55, 1, 5]","[(28, 81), (35, 24), (79, 57), (49, 44), (93, 30), (3, 13), (53, 84), (47, 58), (23, 67), (4, 21), (96, 48), (80, 60), (3, 19), (66, 31), (66, 26), (94, 10), (28, 18), (50, 22), (87, 65), (60, 8)]",0.5243,0.5479,0.5314,0.3995,0.5379,0.5511,0.5479,0.4552,5
323,"[0.2, 0.1, 0.1, 0.6, 0.4, 0.3, 0.3, 1, 1]","[(17, 74), (69, 78), (71, 6), (97, 45), (12, 50), (44, 42), (77, 76), (94, 35), (83, 10), (98, 76), (11, 49), (61, 8), (82, 27), (28, 27), (74, 53), (24, 77), (14, 63), (21, 13), (93, 95), (65, 47)]",0.4915,0.6211,0.4844,0.6061,0.4924,0.6211,0.6211,0.6148,1
324,"[0.1, 0.2, 0.2, 0.5, 0.5, 0.25, 0.25, 1, 4]","[(56, 60), (24, 53), (25, 76), (90, 35), (60, 32), (57, 56), (83, 52), (80, 74), (65, 48), (97, 37), (31, 55), (48, 35), (16, 43), (98, 54), (84, 4), (36, 56), (51, 95), (87, 29), (24, 14), (76, 17)]",0.5634,0.4861,0.5634,0.4363,0.5719,0.4877,0.4861,0.4787,4
325,"[0.05, 0.15, 0.05, 0.75, 0.35, 0.3, 0.35, 1, 5]","[(47, 40), (20, 61), (37, 61), (4, 47), (74, 6), (11, 49), (24, 31), (82, 69), (59, 15), (49, 73), (47, 75), (39, 68), (10, 44), (65, 9), (7, 39), (63, 21), (53, 93), (13, 20), (70, 2), (10, 38)]",0.4137,0.5071,0.3011,0.4138,0.427,0.5085,0.5071,0.4502,5
326,"[0.1, 0.2, 0.1, 0.6, 0.4, 0.25, 0.35, 1, 5]","[(44, 33), (30, 70), (46, 79), (53, 31), (27, 11), (44, 37), (57, 1), (90, 59), (3, 6), (93, 84), (67, 40), (87, 56), (5, 61), (6, 58), (60, 13), (99, 35), (90, 22), (85, 41), (70, 47), (17, 98)]",0.4645,0.6239,0.4779,0.623,0.5007,0.6283,0.6239,0.5169,5
327,"[0.25, 0.15, 0.15, 0.45, 0.65, 0.15, 0.2, 1, 5]","[(69, 40), (77, 66), (10, 92), (58, 88), (34, 69), (15, 84), (64, 85), (9, 88), (61, 85), (55, 12), (91, 67), (33, 15), (64, 53), (60, 3), (69, 45), (72, 23), (61, 58), (49, 39), (47, 93), (50, 51)]",0.4094,0.5276,0.3372,0.5347,0.4169,0.5349,0.5276,0.4328,5
328,"[0.2, 0.15, 0.25, 0.4, 0.65, 0.25, 0.1, 1, 5]","[(92, 80), (60, 49), (29, 64), (11, 57), (48, 67), (70, 28), (59, 52), (2, 49), (68, 81), (87, 25), (24, 39), (98, 61), (52, 73), (76, 77), (36, 92), (32, 90), (87, 49), (19, 51), (95, 46), (2, 61)]",0.4791,0.507,0.3843,0.4912,0.4741,0.5082,0.507,0.4989,5
329,"[0.15, 0.05, 0.0, 0.8, 0.45, 0.25, 0.3, 1, 1]","[(71, 7), (81, 97), (35, 41), (26, 67), (46, 33), (19, 86), (25, 44), (15, 97), (11, 47), (55, 7), (93, 5), (98, 74), (68, 99), (81, 10), (27, 52), (16, 44), (40, 93), (38, 24), (52, 35), (19, 72)]",0.5417,0.5786,0.4544,0.5423,0.4646,0.5786,0.5786,0.5721,1
330,"[0.1, 0.2, 0.05, 0.65, 0.55, 0.15, 0.3, 1, 3]","[(41, 89), (21, 88), (85, 80), (51, 97), (32, 28), (28, 53), (7, 49), (14, 63), (98, 2), (32, 16), (34, 93), (42, 82), (90, 42), (50, 21), (18, 51), (83, 4), (37, 18), (1, 92), (50, 45), (68, 74)]",0.5223,0.5553,0.3962,0.7212,0.522,0.7177,0.5553,0.5548,3
331,"[0.1, 0.0, 0.15, 0.75, 0.45, 0.3, 0.25, 1, 5]","[(35, 15), (84, 85), (8, 90), (72, 3), (26, 26), (80, 15), (50, 36), (31, 23), (11, 56), (28, 40), (11, 89), (30, 74), (58, 45), (30, 58), (16, 35), (63, 45), (46, 34), (18, 95), (41, 63), (67, 76)]",0.3928,0.5698,0.3004,0.3869,0.3928,0.5702,0.5698,0.4687,5
332,"[0.05, 0.05, 0.1, 0.8, 0.4, 0.25, 0.35, 1, 5]","[(28, 71), (76, 14), (71, 22), (45, 23), (42, 66), (30, 58), (42, 40), (13, 80), (30, 74), (74, 21), (18, 41), (23, 21), (17, 49), (8, 99), (61, 13), (54, 66), (85, 31), (36, 39), (82, 84), (39, 46)]",0.3774,0.5706,0.2906,0.4066,0.3778,0.5727,0.5706,0.4522,5
333,"[0.2, 0.15, 0.15, 0.5, 0.7, 0.1, 0.2, 1, 5]","[(18, 51), (80, 73), (62, 73), (30, 76), (33, 76), (86, 83), (9, 5), (69, 58), (50, 5), (23, 82), (59, 55), (38, 42), (54, 97), (25, 41), (58, 9), (24, 69), (33, 91), (25, 8), (41, 98), (92, 78)]",0.5189,0.5208,0.4145,0.5194,0.5145,0.5225,0.5208,0.4632,5
334,"[0.1, 0.05, 0.25, 0.6, 0.5, 0.15, 0.35, 1, 1]","[(18, 1), (45, 63), (99, 20), (21, 54), (61, 39), (32, 88), (6, 21), (35, 92), (7, 24), (43, 17), (89, 34), (3, 68), (7, 94), (4, 74), (63, 69), (72, 32), (97, 58), (70, 75), (64, 40), (13, 8)]",0.352,0.4835,0.3518,0.4576,0.3535,0.4835,0.4835,0.4771,1
335,"[0.15, 0.05, 0.0, 0.8, 0.35, 0.25, 0.4, 1, 5]","[(51, 30), (24, 62), (54, 12), (70, 79), (8, 50), (4, 56), (31, 28), (52, 33), (44, 47), (52, 38), (95, 94), (96, 11), (26, 42), (34, 55), (28, 36), (77, 74), (59, 9), (46, 82), (59, 13), (6, 33)]",0.3782,0.547,0.3839,0.494,0.3918,0.5555,0.547,0.5144,5
336,"[0.2, 0.1, 0.2, 0.5, 0.65, 0.1, 0.25, 1, 5]","[(33, 73), (54, 80), (21, 75), (81, 62), (51, 74), (6, 63), (77, 79), (47, 12), (94, 6), (42, 77), (4, 34), (53, 60), (30, 5), (38, 81), (64, 22), (91, 63), (8, 43), (76, 96), (55, 55), (2, 3)]",0.4339,0.4581,0.4306,0.4453,0.4403,0.4627,0.4581,0.452,5
337,"[0.05, 0.1, 0.15, 0.7, 0.3, 0.15, 0.55, 1, 1]","[(88, 4), (88, 5), (89, 5), (3, 16), (55, 44), (48, 59), (43, 49), (62, 19), (77, 4), (33, 19), (33, 25), (95, 29), (45, 92), (36, 64), (43, 9), (51, 42), (73, 56), (81, 88), (28, 91), (30, 17)]",0.4218,0.5695,0.4159,0.5672,0.4218,0.5689,0.5695,0.4521,1
338,"[0.15, 0.05, 0.25, 0.55, 0.35, 0.2, 0.45, 1, 5]","[(60, 49), (81, 75), (54, 56), (86, 28), (75, 40), (57, 22), (43, 53), (86, 13), (7, 28), (78, 12), (5, 48), (88, 88), (92, 4), (71, 46), (39, 67), (83, 28), (65, 69), (88, 17), (93, 95), (54, 33)]",0.4317,0.5322,0.4119,0.5119,0.4272,0.5325,0.5322,0.5299,5
339,"[0.15, 0.15, 0.15, 0.55, 0.55, 0.05, 0.4, 1, 5]","[(58, 25), (5, 27), (41, 13), (33, 90), (33, 83), (61, 63), (41, 19), (40, 29), (20, 73), (78, 94), (78, 29), (4, 93), (90, 85), (83, 92), (68, 25), (25, 54), (57, 45), (44, 83), (75, 51), (48, 3)]",0.3773,0.5978,0.3833,0.5925,0.3799,0.5995,0.5978,0.5169,5
340,"[0.25, 0.05, 0.4, 0.3, 0.7, 0.2, 0.1, 1, 4]","[(41, 62), (47, 39), (48, 62), (68, 52), (74, 90), (21, 51), (67, 40), (83, 91), (56, 49), (72, 43), (97, 56), (59, 54), (5, 91), (7, 75), (60, 86), (28, 15), (48, 65), (97, 77), (98, 6), (57, 58)]",0.3625,0.4433,0.4404,0.4393,0.4503,0.4472,0.4433,0.4441,4
341,"[0.25, 0.15, 0.05, 0.55, 0.65, 0.15, 0.2, 1, 5]","[(14, 4), (8, 59), (92, 1), (49, 59), (30, 6), (20, 60), (92, 45), (1, 47), (47, 38), (76, 82), (18, 51), (30, 72), (91, 94), (48, 94), (86, 92), (56, 71), (84, 85), (87, 92), (12, 61), (77, 12)]",0.4185,0.6189,0.4308,0.6138,0.4434,0.6197,0.6189,0.5258,5
342,"[0.05, 0.25, 0.05, 0.65, 0.35, 0.2, 0.45, 1, 1]","[(30, 68), (29, 79), (74, 39), (40, 19), (16, 26), (63, 83), (70, 12), (58, 60), (97, 3), (10, 78), (14, 5), (24, 14), (14, 19), (8, 48), (88, 47), (42, 31), (21, 26), (71, 48), (58, 82), (43, 80)]",0.3145,0.5995,0.3103,0.575,0.3151,0.5995,0.5995,0.4502,1
343,"[0.1, 0.05, 0.15, 0.7, 0.45, 0.05, 0.5, 1, 7]","[(57, 38), (23, 54), (83, 89), (35, 12), (27, 16), (3, 5), (32, 86), (17, 82), (31, 24), (2, 14), (15, 27), (10, 12), (8, 51), (45, 74), (65, 27), (66, 58), (34, 27), (37, 78), (93, 9), (81, 77)]",0.4193,0.4619,0.3899,0.3982,0.4195,0.4619,0.4619,0.484,7
344,"[0.15, 0.2, 0.05, 0.6, 0.45, 0.2, 0.35, 1, 7]","[(19, 29), (97, 31), (80, 6), (90, 88), (18, 18), (7, 7), (57, 40), (27, 80), (92, 26), (41, 51), (59, 58), (94, 79), (98, 69), (92, 43), (41, 97), (16, 35), (21, 21), (43, 96), (34, 70), (50, 36)]",0.4212,0.5314,0.4065,0.5213,0.4246,0.5314,0.5314,0.5813,7
345,"[0.05, 0.3, 0.1, 0.55, 0.45, 0.25, 0.3, 1, 5]","[(19, 41), (80, 40), (1, 28), (30, 15), (80, 36), (71, 61), (15, 37), (3, 45), (76, 2), (19, 70), (92, 53), (63, 70), (40, 2), (14, 11), (75, 74), (25, 98), (74, 65), (53, 87), (57, 61), (2, 10)]",0.3266,0.4352,0.3253,0.4332,0.3336,0.4446,0.4352,0.3732,5
346,"[0.15, 0.0, 0.25, 0.6, 0.4, 0.2, 0.4, 1, 5]","[(12, 20), (31, 77), (45, 23), (48, 32), (59, 89), (68, 39), (62, 42), (94, 93), (64, 51), (67, 8), (48, 24), (25, 79), (81, 7), (57, 39), (97, 99), (15, 99), (51, 24), (97, 27), (58, 48), (20, 55)]",0.4845,0.6261,0.5897,0.4699,0.5945,0.6301,0.6261,0.6216,5
347,"[0.25, 0.05, 0.35, 0.35, 0.55, 0.3, 0.15, 1, 1]","[(88, 11), (57, 59), (68, 48), (31, 96), (74, 97), (28, 90), (15, 50), (78, 38), (61, 42), (84, 90), (36, 77), (25, 68), (72, 36), (4, 61), (92, 90), (69, 97), (97, 19), (39, 16), (48, 36), (85, 98)]",0.5068,0.6192,0.5061,0.4913,0.4925,0.6192,0.6192,0.6179,1
348,"[0.15, 0.05, 0.1, 0.7, 0.4, 0.15, 0.45, 1, 7]","[(53, 3), (35, 66), (80, 6), (63, 23), (63, 94), (82, 95), (55, 99), (70, 4), (25, 84), (27, 64), (74, 61), (40, 36), (12, 34), (73, 40), (93, 27), (61, 4), (27, 7), (30, 3), (17, 22), (29, 84)]",0.4311,0.5381,0.4064,0.5179,0.4367,0.5381,0.5381,0.5539,7
349,"[0.45, 0.2, 0.05, 0.3, 0.9, 0.1, 0.0, 1, 5]","[(24, 78), (81, 64), (43, 78), (70, 34), (11, 72), (51, 52), (11, 92), (95, 86), (66, 77), (36, 99), (87, 73), (80, 77), (57, 84), (25, 61), (77, 95), (48, 75), (81, 75), (21, 44), (77, 96), (94, 56)]",0.4249,0.503,0.4279,0.4982,0.4301,0.5035,0.503,0.5003,5
350,"[0.2, 0.05, 0.05, 0.7, 0.45, 0.2, 0.35, 1, 5]","[(72, 86), (97, 70), (13, 48), (89, 2), (40, 37), (59, 85), (66, 25), (53, 17), (80, 5), (76, 31), (14, 74), (36, 45), (37, 15), (33, 1), (47, 90), (26, 85), (34, 73), (5, 92), (79, 34), (57, 93)]",0.3664,0.6095,0.3623,0.61,0.3673,0.613,0.6095,0.5039,5
351,"[0.15, 0.1, 0.1, 0.65, 0.4, 0.2, 0.4, 1, 5]","[(53, 29), (59, 23), (89, 96), (71, 7), (64, 99), (3, 41), (58, 37), (59, 64), (14, 14), (5, 67), (80, 22), (69, 79), (22, 1), (64, 74), (55, 46), (78, 18), (28, 55), (31, 50), (9, 20), (42, 76)]",0.4654,0.5142,0.3794,0.4933,0.472,0.5183,0.5142,0.49,5
352,"[0.15, 0.1, 0.05, 0.7, 0.55, 0.1, 0.35, 1, 5]","[(3, 56), (57, 31), (38, 94), (93, 30), (65, 75), (19, 87), (10, 30), (66, 89), (27, 11), (83, 87), (18, 46), (35, 55), (23, 69), (33, 11), (68, 28), (29, 47), (72, 6), (21, 78), (89, 65), (12, 69)]",0.3579,0.4974,0.437,0.4334,0.4425,0.5013,0.4974,0.4649,5
353,"[0.0, 0.15, 0.1, 0.75, 0.25, 0.2, 0.55, 1, 1]","[(31, 91), (16, 42), (91, 2), (13, 7), (78, 21), (70, 62), (74, 26), (2, 92), (9, 34), (79, 49), (42, 19), (23, 93), (19, 8), (51, 26), (97, 46), (74, 6), (29, 99), (29, 6), (48, 10), (56, 2)]",0.258,0.5455,0.1828,0.5444,0.2603,0.5455,0.5455,0.3496,1
354,"[0.2, 0.1, 0.1, 0.6, 0.55, 0.1, 0.35, 1, 5]","[(71, 18), (26, 72), (37, 14), (95, 51), (72, 71), (71, 17), (86, 21), (89, 90), (54, 62), (55, 41), (39, 83), (47, 43), (6, 82), (60, 6), (51, 56), (5, 73), (85, 84), (94, 17), (76, 20), (93, 67)]",0.4943,0.6458,0.4133,0.4962,0.5051,0.6464,0.6458,0.5203,5
